#"Steps"	"Temperature (K)"	"298K Weight"	"322.602K Weight"	"349.235K Weight"	"378.066K Weight"	"409.278K Weight"	"443.067K Weight"	"479.645K Weight"	"519.243K Weight"	"562.109K Weight"	"608.515K Weight"	"658.752K Weight"	"713.136K Weight"	"772.01K Weight"	"835.745K Weight"	"904.741K Weight"	"979.433K Weight"	"1060.29K Weight"	"1147.83K Weight"	"1242.59K Weight"	"1345.17K Weight"	"1456.22K Weight"	"1576.44K Weight"	"1706.59K Weight"	"1847.48K Weight"	"2000K Weight"
351000	1456.22	0	0.251953	-0.0136719	-0.429688	-1.08789	-2.01562	-3.1543	-4.57227	-6.17773	-7.95117	-9.75195	-11.7402	-13.9277	-16.3066	-18.8633	-21.6172	-24.4141	-27.1465	-30.1582	-33.1621	-36.2559	-39.4062	-42.5977	-46.1074	-49.416
352000	1242.59	0	0.251953	-0.0136719	-0.429688	-1.08789	-2.01562	-3.1543	-4.57227	-6.17773	-7.95117	-9.75195	-11.7402	-13.9277	-16.3066	-18.8633	-21.6191	-24.4141	-27.1504	-30.1641	-33.1699	-36.2695	-39.4277	-42.6133	-46.1152	-49.416
353000	2000	0	0.251953	-0.0136719	-0.429688	-1.08789	-2.01562	-3.1543	-4.57227	-6.17773	-7.95117	-9.75195	-11.7402	-13.9277	-16.3066	-18.8633	-21.6191	-24.4141	-27.1523	-30.1641	-33.1738	-36.2734	-39.4336	-42.6348	-46.1367	-49.4355
354000	1242.59	0	0.251953	-0.0136719	-0.429688	-1.08789	-2.01562	-3.1543	-4.57227	-6.17773	-7.95117	-9.75195	-11.7402	-13.9277	-16.3066	-18.8633	-21.6191	-24.4199	-27.1582	-30.1719	-33.1934	-36.2832	-39.4531	-42.6406	-46.1406	-49.4355
355000	1706.59	0	0.251953	-0.0136719	-0.429688	-1.08789	-2.01562	-3.1543	-4.57227	-6.17773	-7.95117	-9.75195	-11.7402	-13.9336	-16.3125	-18.8672	-21.623	-24.4277	-27.166	-30.1777	-33.1992	-36.2891	-39.4688	-42.6465	-46.1426	-49.4375
356000	835.745	0	0.251953	-0.0136719	-0.429688	-1.08789	-2.01562	-3.1543	-4.57227	-6.17969	-7.95117	-9.75586	-11.748	-13.9336	-16.3184	-18.8711	-21.6367	-24.4414	-27.1758	-30.1816	-33.2031	-36.2988	-39.4688	-42.6465	-46.1426	-49.4375
357000	713.136	0	0.251953	-0.0136719	-0.429688	-1.08789	-2.01562	-3.1543	-4.57227	-6.17969	-7.95703	-9.76562	-11.7676	-13.9492	-16.332	-18.877	-21.6406	-24.4453	-27.1758	-30.1816	-33.2031	-36.2988	-39.4688	-42.6465	-46.1426	-49.4375
358000	349.235	0	0.251953	-0.015625	-0.429688	-1.08984	-2.01758	-3.1582	-4.58203	-6.18164	-7.9668	-9.77344	-11.7715	-13.9629	-16.3457	-18.8789	-21.6445	-24.4473	-27.1758	-30.1816	-33.2031	-36.2988	-39.4688	-42.6465	-46.1426	-49.4375
359000	409.278	0	0.248047	-0.0175781	-0.433594	-1.09961	-2.0293	-3.17578	-4.5918	-6.1875	-7.97461	-9.77539	-11.7715	-13.9648	-16.3477	-18.8789	-21.6445	-24.4473	-27.1758	-30.1816	-33.2031	-36.2988	-39.4688	-42.6465	-46.1426	-49.4375
360000	349.235	0	0.248047	-0.0195312	-0.439453	-1.10352	-2.03516	-3.19141	-4.58789	-6.18164	-7.9707	-9.76953	-11.7656	-13.959	-16.3418	-18.873	-21.6387	-24.4414	-27.1699	-30.1758	-33.1973	-36.293	-39.4629	-42.6406	-46.1367	-49.4316
361000	378.066	0	0.255859	-0.00976562	-0.425781	-1.08398	-2.01172	-3.16602	-4.5625	-6.15625	-7.94531	-9.74414	-11.7402	-13.9336	-16.3164	-18.8477	-21.6133	-24.416	-27.1445	-30.1504	-33.1719	-36.2676	-39.4375	-42.6152	-46.1113	-49.4062
362000	772.01	0	0.253906	-0.00585938	-0.425781	-1.08398	-2.00977	-3.16016	-4.55859	-6.15039	-7.93555	-9.73828	-11.7324	-13.9258	-16.3086	-18.8379	-21.6035	-24.4062	-27.1348	-30.1406	-33.1621	-36.2578	-39.4277	-42.6055	-46.1016	-49.3965
363000	835.745	0	0.253906	-0.00585938	-0.425781	-1.08398	-2.00977	-3.16211	-4.56055	-6.15625	-7.93945	-9.75195	-11.7344	-13.9355	-16.3184	-18.8496	-21.6094	-24.4102	-27.1367	-30.1426	-33.166	-36.2578	-39.4277	-42.6055	-46.1016	-49.3965
364000	443.067	0	0.251953	-0.00585938	-0.425781	-1.08398	-2.01172	-3.16211	-4.56445	-6.16406	-7.94336	-9.77344	-11.752	-13.9414	-16.3262	-18.8555	-21.6094	-24.4102	-27.1367	-30.1426	-33.166	-36.2578	-39.4277	-42.6055	-46.1016	-49.3965
365000	322.602	0	0.244141	-0.0136719	-0.431641	-1.08398	-2.01758	-3.16797	-4.57617	-6.16992	-7.95703	-9.77539	-11.7598	-13.9453	-16.3262	-18.8555	-21.6094	-24.4102	-27.1367	-30.1426	-33.166	-36.2578	-39.4277	-42.6055	-46.1016	-49.3965
366000	658.752	0	0.246094	-0.0195312	-0.433594	-1.08789	-2.01953	-3.17188	-4.58594	-6.17578	-7.96875	-9.7832	-11.7598	-13.9473	-16.3242	-18.8535	-21.6074	-24.4082	-27.1348	-30.1406	-33.1641	-36.2559	-39.4258	-42.6035	-46.0996	-49.3945
367000	443.067	0	0.244141	-0.0234375	-0.433594	-1.0957	-2.0332	-3.17969	-4.58984	-6.18359	-7.97461	-9.78125	-11.7598	-13.9473	-16.3223	-18.8535	-21.6055	-24.4062	-27.1328	-30.1387	-33.1621	-36.2539	-39.4238	-42.6016	-46.0977	-49.3926
368000	519.243	0	0.236328	-0.0410156	-0.4375	-1.10547	-2.04492	-3.18359	-4.59375	-6.18359	-7.97266	-9.78125	-11.7578	-13.9453	-16.3203	-18.8516	-21.6035	-24.4043	-27.1309	-30.1367	-33.1602	-36.252	-39.4219	-42.5996	-46.0957	-49.3906
369000	562.109	0	0.234375	-0.0488281	-0.445312	-1.10938	-2.0625	-3.19336	-4.60547	-6.19336	-7.97656	-9.7832	-11.7578	-13.9473	-16.3203	-18.8516	-21.6035	-24.4043	-27.1309	-30.1367	-33.1602	-36.252	-39.4219	-42.5996	-46.0957	-49.3906
370000	298	0	0.236328	-0.0429688	-0.435547	-1.10352	-2.07227	-3.18945	-4.60156	-6.18555	-7.9668	-9.77148	-11.7461	-13.9355	-16.3086	-18.8398	-21.5918	-24.3926	-27.1191	-30.125	-33.1484	-36.2402	-39.4102	-42.5879	-46.084	-49.3789
371000	443.067	0	0.226562	-0.0429688	-0.431641	-1.09375	-2.06055	-3.17383	-4.58594	-6.16992	-7.95117	-9.75586	-11.7305	-13.9199	-16.293	-18.8242	-21.5762	-24.377	-27.1035	-30.1094	-33.1328	-36.2246	-39.3945	-42.5723	-46.0684	-49.3633
372000	349.235	0	0.222656	-0.046875	-0.431641	-1.08984	-2.05859	-3.17773	-4.58789	-6.16406	-7.94336	-9.75	-11.7266	-13.9121	-16.2852	-18.8164	-21.5684	-24.3691	-27.0957	-30.1016	-33.125	-36.2168	-39.3867	-42.5645	-46.0605	-49.3555
373000	479.645	0	0.220703	-0.0488281	-0.4375	-1.09375	-2.06445	-3.18945	-4.5957	-6.17383	-7.94922	-9.76172	-11.7324	-13.916	-16.2871	-18.8164	-21.5684	-24.3691	-27.0957	-30.1016	-33.125	-36.2168	-39.3867	-42.5645	-46.0605	-49.3555
374000	608.515	0	0.21875	-0.0527344	-0.439453	-1.0957	-2.07422	-3.19727	-4.60352	-6.17773	-7.95312	-9.76953	-11.7383	-13.9238	-16.291	-18.8203	-21.5703	-24.3691	-27.0957	-30.1055	-33.125	-36.2168	-39.3867	-42.5645	-46.0605	-49.3555
375000	378.066	0	0.208984	-0.0585938	-0.441406	-1.10156	-2.07812	-3.20508	-4.60938	-6.17969	-7.94922	-9.76562	-11.7344	-13.9199	-16.2871	-18.8164	-21.5664	-24.3652	-27.0918	-30.1016	-33.1211	-36.2129	-39.3828	-42.5605	-46.0566	-49.3516
376000	298	0	0.201172	-0.0546875	-0.435547	-1.0918	-2.0625	-3.1875	-4.5918	-6.16211	-7.93164	-9.74805	-11.7168	-13.9023	-16.2695	-18.7988	-21.5488	-24.3477	-27.0742	-30.084	-33.1035	-36.1953	-39.3652	-42.543	-46.0391	-49.334
377000	298	0	0.212891	-0.0371094	-0.412109	-1.07031	-2.03711	-3.1582	-4.5625	-6.13281	-7.9043	-9.71875	-11.6875	-13.873	-16.2402	-18.7695	-21.5195	-24.3184	-27.0449	-30.0547	-33.0742	-36.166	-39.3359	-42.5137	-46.0098	-49.3047
378000	322.602	0	0.208984	-0.0371094	-0.392578	-1.05273	-2.01562	-3.14062	-4.54102	-6.11133	-7.88281	-9.69727	-11.666	-13.8516	-16.2188	-18.748	-21.498	-24.2969	-27.0234	-30.0332	-33.0527	-36.1445	-39.3145	-42.4922	-45.9883	-49.2832
379000	298	0	0.224609	-0.00585938	-0.351562	-1.01172	-1.97656	-3.09961	-4.5	-6.07031	-7.8418	-9.65625	-11.625	-13.8105	-16.1777	-18.707	-21.457	-24.2559	-26.9824	-29.9922	-33.0117	-36.1035	-39.2734	-42.4512	-45.9473	-49.2422
380000	322.602	0	0.212891	-0.0078125	-0.361328	-1.02344	-1.98633	-3.10938	-4.50195	-6.07031	-7.84375	-9.6543	-11.623	-13.8086	-16.1758	-18.7051	-21.4551	-24.2539	-26.9805	-29.9902	-33.0098	-36.1016	-39.2715	-42.4492	-45.9453	-49.2402
381000	562.109	0	0.210938	-0.0078125	-0.369141	-1.03125	-1.99023	-3.12109	-4.50586	-6.07422	-7.8418	-9.65039	-11.6191	-13.8047	-16.1719	-18.7012	-21.4512	-24.25	-26.9766	-29.9863	-33.0059	-36.0977	-39.2676	-42.4453	-45.9414	-49.2363
382000	835.745	0	0.212891	-0.00585938	-0.378906	-1.03516	-1.99805	-3.12891	-4.51367	-6.08008	-7.84375	-9.65234	-11.623	-13.8066	-16.1738	-18.6992	-21.4492	-24.248	-26.9746	-29.9844	-33.0039	-36.0957	-39.2656	-42.4434	-45.9395	-49.2344
383000	349.235	0	0.207031	-0.0195312	-0.386719	-1.04297	-2.01562	-3.13867	-4.51367	-6.08594	-7.84766	-9.6543	-11.623	-13.8086	-16.1738	-18.7012	-21.4492	-24.248	-26.9746	-29.9844	-33.0039	-36.0957	-39.2656	-42.4434	-45.9395	-49.2344
384000	409.278	0	0.210938	-0.0136719	-0.378906	-1.04297	-2.00781	-3.12695	-4.50195	-6.07227	-7.83203	-9.63867	-11.6074	-13.793	-16.1582	-18.6855	-21.4336	-24.2324	-26.959	-29.9688	-32.9883	-36.0801	-39.25	-42.4277	-45.9238	-49.2188
385000	409.278	0	0.216797	-0.0078125	-0.378906	-1.04297	-2	-3.12109	-4.50391	-6.06055	-7.82422	-9.62695	-11.5977	-13.7812	-16.1484	-18.6738	-21.4219	-24.2207	-26.9473	-29.957	-32.9766	-36.0684	-39.2383	-42.416	-45.9121	-49.207
386000	298	0	0.222656	0.0195312	-0.353516	-1.01172	-1.9668	-3.08984	-4.4707	-6.02734	-7.79102	-9.59375	-11.5645	-13.748	-16.1152	-18.6406	-21.3887	-24.1875	-26.9141	-29.9238	-32.9434	-36.0352	-39.2051	-42.3828	-45.8789	-49.1738
387000	322.602	0	0.244141	0.0449219	-0.318359	-0.976562	-1.92773	-3.05078	-4.43164	-5.98828	-7.75195	-9.55469	-11.5254	-13.709	-16.0762	-18.6016	-21.3496	-24.1484	-26.875	-29.8848	-32.9043	-35.9961	-39.166	-42.3438	-45.8398	-49.1348
388000	322.602	0	0.271484	0.0644531	-0.283203	-0.941406	-1.88867	-3.01172	-4.39258	-5.94922	-7.71289	-9.51562	-11.4863	-13.6699	-16.0371	-18.5625	-21.3105	-24.1094	-26.8359	-29.8457	-32.8652	-35.957	-39.127	-42.3047	-45.8008	-49.0957
389000	409.278	0	0.292969	0.0839844	-0.253906	-0.908203	-1.85742	-2.97656	-4.35938	-5.91406	-7.67773	-9.48047	-11.4512	-13.6348	-16.002	-18.5273	-21.2754	-24.0742	-26.8008	-29.8105	-32.8301	-35.9219	-39.0918	-42.2695	-45.7656	-49.0605
390000	443.067	0	0.291016	0.0820312	-0.253906	-0.912109	-1.85938	-2.97461	-4.36133	-5.91211	-7.67773	-9.48047	-11.4492	-13.6309	-15.9961	-18.5215	-21.2695	-24.0684	-26.7949	-29.8047	-32.8242	-35.916	-39.0859	-42.2637	-45.7598	-49.0547
391000	479.645	0	0.279297	0.0761719	-0.263672	-0.927734	-1.86719	-2.98438	-4.36914	-5.91602	-7.68359	-9.48047	-11.4492	-13.6309	-15.9961	-18.5215	-21.2695	-24.0684	-26.7949	-29.8047	-32.8242	-35.916	-39.0859	-42.2637	-45.7598	-49.0547
392000	519.243	0	0.28125	0.0761719	-0.265625	-0.925781	-1.87109	-2.99023	-4.38672	-5.92383	-7.69141	-9.48828	-11.4492	-13.6328	-15.9961	-18.5195	-21.2676	-24.0664	-26.793	-29.8027	-32.8223	-35.9141	-39.084	-42.2617	-45.7578	-49.0527
393000	322.602	0	0.269531	0.0742188	-0.265625	-0.929688	-1.87695	-2.99219	-4.39258	-5.92773	-7.70117	-9.49023	-11.4492	-13.6367	-15.9941	-18.5195	-21.2656	-24.0645	-26.791	-29.8008	-32.8203	-35.9121	-39.082	-42.2598	-45.7559	-49.0508
394000	298	0	0.279297	0.101562	-0.238281	-0.898438	-1.84766	-2.96094	-4.36133	-5.89453	-7.66797	-9.45703	-11.416	-13.6035	-15.9609	-18.4863	-21.2324	-24.0312	-26.7578	-29.7676	-32.7871	-35.8789	-39.0488	-42.2266	-45.7227	-49.0176
395000	322.602	0	0.28125	0.105469	-0.232422	-0.890625	-1.83984	-2.94727	-4.34961	-5.88086	-7.6543	-9.44336	-11.4004	-13.5879	-15.9453	-18.4707	-21.2168	-24.0156	-26.7422	-29.752	-32.7715	-35.8633	-39.0332	-42.2109	-45.707	-49.002
396000	479.645	0	0.287109	0.113281	-0.21875	-0.878906	-1.83203	-2.94141	-4.33789	-5.86523	-7.63672	-9.42578	-11.3828	-13.5703	-15.9277	-18.4531	-21.1992	-23.998	-26.7246	-29.7344	-32.7539	-35.8457	-39.0156	-42.1934	-45.6895	-48.9844
397000	562.109	0	0.287109	0.113281	-0.205078	-0.875	-1.81836	-2.92383	-4.32031	-5.85156	-7.61914	-9.4082	-11.3652	-13.5527	-15.9102	-18.4355	-21.1816	-23.9805	-26.707	-29.7168	-32.7363	-35.8281	-38.998	-42.1758	-45.6719	-48.9668
398000	322.602	0	0.283203	0.126953	-0.199219	-0.865234	-1.80469	-2.9043	-4.30078	-5.83203	-7.59961	-9.38867	-11.3457	-13.5332	-15.8906	-18.416	-21.1621	-23.9609	-26.6875	-29.6973	-32.7168	-35.8086	-38.9785	-42.1562	-45.6523	-48.9473
399000	322.602	0	0.267578	0.121094	-0.208984	-0.865234	-1.81055	-2.89844	-4.30078	-5.82617	-7.59375	-9.38281	-11.3398	-13.5273	-15.8848	-18.4102	-21.1562	-23.9551	-26.6816	-29.6914	-32.7109	-35.8027	-38.9727	-42.1504	-45.6465	-48.9414
400000	519.243	0	0.271484	0.121094	-0.214844	-0.871094	-1.81445	-2.90234	-4.30469	-5.82422	-7.5918	-9.37891	-11.334	-13.5234	-15.8789	-18.4043	-21.1504	-23.9492	-26.6758	-29.6855	-32.7051	-35.7969	-38.9668	-42.1445	-45.6406	-48.9355
401000	608.515	0	0.267578	0.113281	-0.216797	-0.880859	-1.82422	-2.91016	-4.31836	-5.82812	-7.59766	-9.37891	-11.3398	-13.5254	-15.8809	-18.4082	-21.1504	-23.9492	-26.6758	-29.6855	-32.7051	-35.7969	-38.9668	-42.1445	-45.6406	-48.9355
402000	772.01	0	0.267578	0.113281	-0.216797	-0.882812	-1.82422	-2.91016	-4.31836	-5.83203	-7.60352	-9.37891	-11.3438	-13.5332	-15.8926	-18.4219	-21.1582	-23.957	-26.6816	-29.6895	-32.709	-35.7969	-38.9668	-42.1445	-45.6406	-48.9355
403000	443.067	0	0.267578	0.115234	-0.21875	-0.876953	-1.81836	-2.90234	-4.30859	-5.82812	-7.59766	-9.37305	-11.3359	-13.5254	-15.8887	-18.418	-21.1484	-23.9473	-26.6719	-29.6797	-32.6992	-35.7871	-38.957	-42.1348	-45.6309	-48.9258
404000	608.515	0	0.267578	0.115234	-0.220703	-0.880859	-1.82031	-2.91406	-4.31445	-5.83008	-7.60742	-9.38281	-11.3477	-13.5312	-15.8945	-18.4238	-21.1504	-23.9473	-26.6719	-29.6797	-32.6992	-35.7871	-38.957	-42.1348	-45.6309	-48.9258
405000	349.235	0	0.267578	0.113281	-0.220703	-0.880859	-1.82031	-2.91992	-4.32227	-5.84375	-7.61523	-9.39062	-11.3613	-13.5371	-15.8965	-18.4297	-21.1523	-23.9512	-26.6719	-29.6797	-32.6992	-35.7871	-38.957	-42.1348	-45.6309	-48.9258
406000	835.745	0	0.265625	0.115234	-0.222656	-0.884766	-1.82812	-2.92969	-4.33203	-5.8457	-7.61328	-9.39258	-11.3652	-13.541	-15.9043	-18.4277	-21.1504	-23.9492	-26.6699	-29.6777	-32.6973	-35.7852	-38.9551	-42.1328	-45.6289	-48.9238
407000	772.01	0	0.265625	0.115234	-0.222656	-0.884766	-1.82812	-2.93555	-4.33594	-5.84766	-7.61719	-9.4082	-11.375	-13.5605	-15.916	-18.4277	-21.1543	-23.9492	-26.6719	-29.6777	-32.6973	-35.7852	-38.9551	-42.1328	-45.6289	-48.9238
408000	519.243	0	0.261719	0.111328	-0.230469	-0.890625	-1.83984	-2.94531	-4.34375	-5.86133	-7.625	-9.41211	-11.377	-13.5605	-15.916	-18.4277	-21.1543	-23.9492	-26.6719	-29.6777	-32.6973	-35.7852	-38.9551	-42.1328	-45.6289	-48.9238
409000	298	0	0.271484	0.111328	-0.228516	-0.884766	-1.83789	-2.93164	-4.33008	-5.8457	-7.60938	-9.39648	-11.3613	-13.5449	-15.9004	-18.4121	-21.1387	-23.9336	-26.6562	-29.6621	-32.6816	-35.7695	-38.9395	-42.1172	-45.6133	-48.9082
410000	349.235	0	0.28125	0.121094	-0.199219	-0.855469	-1.80664	-2.90039	-4.29883	-5.81445	-7.57812	-9.36523	-11.3301	-13.5137	-15.8691	-18.3809	-21.1074	-23.9023	-26.625	-29.6309	-32.6504	-35.7383	-38.9082	-42.0859	-45.582	-48.877
411000	443.067	0	0.283203	0.119141	-0.203125	-0.855469	-1.80859	-2.89844	-4.30469	-5.82031	-7.57422	-9.36523	-11.3262	-13.5078	-15.8633	-18.375	-21.1016	-23.8965	-26.6191	-29.625	-32.6445	-35.7324	-38.9023	-42.0801	-45.5762	-48.8711
412000	298	0	0.28125	0.115234	-0.201172	-0.859375	-1.8125	-2.89453	-4.30078	-5.81836	-7.56836	-9.35938	-11.3184	-13.502	-15.8555	-18.3672	-21.0938	-23.8887	-26.6113	-29.6172	-32.6367	-35.7246	-38.8945	-42.0723	-45.5684	-48.8633
413000	322.602	0	0.273438	0.115234	-0.195312	-0.851562	-1.80078	-2.87891	-4.28711	-5.80273	-7.55273	-9.34375	-11.3027	-13.4863	-15.8398	-18.3516	-21.0781	-23.873	-26.5957	-29.6016	-32.6211	-35.709	-38.8789	-42.0566	-45.5527	-48.8477
414000	608.515	0	0.271484	0.113281	-0.195312	-0.851562	-1.80469	-2.87891	-4.28516	-5.80078	-7.55273	-9.3457	-11.3105	-13.4961	-15.8457	-18.3574	-21.082	-23.8789	-26.5938	-29.5996	-32.6191	-35.707	-38.877	-42.0547	-45.5508	-48.8457
415000	772.01	0	0.271484	0.113281	-0.195312	-0.851562	-1.80664	-2.87891	-4.29297	-5.8125	-7.56445	-9.35352	-11.3184	-13.5137	-15.8496	-18.3633	-21.084	-23.8789	-26.5938	-29.5996	-32.6191	-35.707	-38.877	-42.0547	-45.5508	-48.8457
416000	658.752	0	0.271484	0.113281	-0.195312	-0.851562	-1.80664	-2.88086	-4.29883	-5.8125	-7.57031	-9.35938	-11.3398	-13.5254	-15.8574	-18.3711	-21.0879	-23.8809	-26.5957	-29.6016	-32.6191	-35.707	-38.877	-42.0547	-45.5508	-48.8457
417000	904.741	0	0.271484	0.113281	-0.195312	-0.851562	-1.80664	-2.88086	-4.30078	-5.81445	-7.57227	-9.36133	-11.3418	-13.5312	-15.8633	-18.3789	-21.1035	-23.8867	-26.6074	-29.6113	-32.623	-35.709	-38.877	-42.0547	-45.5508	-48.8457
418000	2000	0	0.271484	0.113281	-0.195312	-0.851562	-1.80664	-2.88086	-4.30078	-5.81445	-7.57227	-9.36133	-11.3418	-13.5312	-15.8633	-18.3789	-21.1035	-23.8906	-26.6133	-29.6211	-32.6348	-35.7207	-38.8867	-42.0645	-45.5605	-48.8516
419000	1242.59	0	0.271484	0.113281	-0.195312	-0.851562	-1.80664	-2.88086	-4.30078	-5.81445	-7.57227	-9.36133	-11.3418	-13.5312	-15.8633	-18.3789	-21.1035	-23.8926	-26.6172	-29.627	-32.6465	-35.7363	-38.9004	-42.0723	-45.5703	-48.8594
420000	904.741	0	0.271484	0.113281	-0.195312	-0.851562	-1.80859	-2.88477	-4.30664	-5.81836	-7.57617	-9.36523	-11.3438	-13.5352	-15.8711	-18.3906	-21.1133	-23.8965	-26.627	-29.6309	-32.6465	-35.7383	-38.9004	-42.0723	-45.5703	-48.8594
421000	658.752	0	0.271484	0.113281	-0.195312	-0.851562	-1.81055	-2.88477	-4.3125	-5.82617	-7.58594	-9.37695	-11.3496	-13.5488	-15.875	-18.3926	-21.125	-23.8984	-26.6289	-29.6309	-32.6465	-35.7383	-38.9004	-42.0723	-45.5703	-48.8594
422000	1147.83	0	0.271484	0.113281	-0.195312	-0.851562	-1.81055	-2.88477	-4.31836	-5.82812	-7.59961	-9.38281	-11.3574	-13.5645	-15.8828	-18.3965	-21.1309	-23.9062	-26.6309	-29.6309	-32.6465	-35.7383	-38.9004	-42.0723	-45.5703	-48.8594
423000	658.752	0	0.271484	0.113281	-0.195312	-0.851562	-1.81055	-2.88672	-4.32031	-5.83594	-7.60742	-9.39844	-11.3652	-13.5801	-15.8926	-18.4023	-21.1348	-23.9062	-26.6309	-29.6309	-32.6465	-35.7383	-38.9004	-42.0723	-45.5703	-48.8594
424000	658.752	0	0.273438	0.117188	-0.193359	-0.857422	-1.82031	-2.90039	-4.32812	-5.83789	-7.60938	-9.39844	-11.3613	-13.5781	-15.8887	-18.3984	-21.1309	-23.9023	-26.627	-29.627	-32.6426	-35.7344	-38.8965	-42.0684	-45.5664	-48.8555
425000	562.109	0	0.275391	0.115234	-0.195312	-0.859375	-1.82812	-2.9082	-4.33008	-5.85352	-7.61523	-9.40234	-11.3594	-13.582	-15.8867	-18.4004	-21.1289	-23.9004	-26.625	-29.625	-32.6406	-35.7324	-38.8945	-42.0664	-45.5645	-48.8535
426000	298	0	0.273438	0.113281	-0.203125	-0.863281	-1.83594	-2.91016	-4.33203	-5.85352	-7.61133	-9.40625	-11.3594	-13.582	-15.8828	-18.3965	-21.125	-23.8965	-26.6211	-29.6211	-32.6367	-35.7285	-38.8906	-42.0625	-45.5605	-48.8496
427000	349.235	0	0.267578	0.107422	-0.212891	-0.863281	-1.82812	-2.90625	-4.32227	-5.84375	-7.60156	-9.39648	-11.3496	-13.5723	-15.873	-18.3867	-21.1152	-23.8867	-26.6113	-29.6113	-32.627	-35.7188	-38.8809	-42.0527	-45.5508	-48.8398
428000	298	0	0.273438	0.111328	-0.210938	-0.863281	-1.83789	-2.91016	-4.31641	-5.83398	-7.5918	-9.39062	-11.3398	-13.5625	-15.8633	-18.377	-21.1055	-23.877	-26.6016	-29.6016	-32.6172	-35.709	-38.8711	-42.043	-45.541	-48.8301
429000	443.067	0	0.269531	0.105469	-0.220703	-0.878906	-1.83789	-2.91016	-4.3125	-5.82812	-7.58594	-9.38477	-11.334	-13.5566	-15.8574	-18.3711	-21.0996	-23.8711	-26.5957	-29.5957	-32.6113	-35.7031	-38.8652	-42.0371	-45.5352	-48.8242
430000	298	0	0.271484	0.109375	-0.222656	-0.880859	-1.83789	-2.92188	-4.3125	-5.82422	-7.57812	-9.37891	-11.3262	-13.5488	-15.8496	-18.3633	-21.0918	-23.8633	-26.5879	-29.5879	-32.6035	-35.6953	-38.8574	-42.0293	-45.5273	-48.8164
431000	562.109	0	0.277344	0.111328	-0.220703	-0.869141	-1.82422	-2.91406	-4.29688	-5.81445	-7.56641	-9.36328	-11.3105	-13.5352	-15.834	-18.3477	-21.0762	-23.8477	-26.5723	-29.5723	-32.5879	-35.6797	-38.8418	-42.0137	-45.5117	-48.8008
432000	608.515	0	0.277344	0.111328	-0.220703	-0.871094	-1.82422	-2.91797	-4.30078	-5.82031	-7.57422	-9.37109	-11.3262	-13.543	-15.8418	-18.3555	-21.084	-23.8477	-26.5723	-29.5723	-32.5879	-35.6797	-38.8418	-42.0137	-45.5117	-48.8008
433000	1456.22	0	0.277344	0.111328	-0.220703	-0.873047	-1.82617	-2.91992	-4.30469	-5.83789	-7.58008	-9.37891	-11.332	-13.5527	-15.8496	-18.3574	-21.0879	-23.8496	-26.5762	-29.5723	-32.5879	-35.6816	-38.8418	-42.0137	-45.5117	-48.8008
434000	562.109	0	0.277344	0.111328	-0.220703	-0.875	-1.83203	-2.93359	-4.31641	-5.85742	-7.58789	-9.38281	-11.3359	-13.5566	-15.8516	-18.3613	-21.0879	-23.8496	-26.5762	-29.5723	-32.5879	-35.6816	-38.8418	-42.0137	-45.5117	-48.8008
435000	658.752	0	0.273438	0.111328	-0.222656	-0.886719	-1.83789	-2.9375	-4.32031	-5.86914	-7.5957	-9.39258	-11.3438	-13.5645	-15.8535	-18.3613	-21.0879	-23.8496	-26.5762	-29.5723	-32.5879	-35.6816	-38.8418	-42.0137	-45.5117	-48.8008
436000	519.243	0	0.271484	0.109375	-0.224609	-0.890625	-1.84961	-2.95117	-4.33203	-5.87695	-7.60742	-9.40234	-11.3438	-13.5664	-15.8535	-18.3613	-21.0879	-23.8496	-26.5762	-29.5723	-32.5879	-35.6816	-38.8418	-42.0137	-45.5117	-48.8008
437000	378.066	0	0.265625	0.111328	-0.240234	-0.904297	-1.84766	-2.94922	-4.32617	-5.87305	-7.60352	-9.39844	-11.3398	-13.5605	-15.8477	-18.3555	-21.082	-23.8438	-26.5703	-29.5664	-32.582	-35.6758	-38.8359	-42.0078	-45.5059	-48.7949
438000	378.066	0	0.271484	0.119141	-0.234375	-0.898438	-1.83984	-2.93359	-4.31055	-5.85742	-7.58594	-9.38086	-11.3223	-13.543	-15.8301	-18.3379	-21.0645	-23.8262	-26.5527	-29.5488	-32.5645	-35.6582	-38.8184	-41.9902	-45.4883	-48.7773
439000	349.235	0	0.269531	0.113281	-0.238281	-0.900391	-1.84375	-2.94336	-4.32422	-5.86523	-7.5918	-9.38086	-11.3203	-13.541	-15.8301	-18.3359	-21.0625	-23.8242	-26.5508	-29.5469	-32.5625	-35.6562	-38.8164	-41.9883	-45.4863	-48.7754
440000	835.745	0	0.269531	0.113281	-0.238281	-0.902344	-1.8457	-2.95312	-4.33594	-5.87695	-7.60742	-9.39062	-11.3301	-13.5449	-15.832	-18.3359	-21.0625	-23.8242	-26.5508	-29.5469	-32.5625	-35.6562	-38.8164	-41.9883	-45.4863	-48.7754
441000	979.433	0	0.269531	0.113281	-0.238281	-0.902344	-1.8457	-2.95312	-4.33789	-5.87891	-7.61328	-9.39453	-11.334	-13.5527	-15.8438	-18.3418	-21.0742	-23.8359	-26.5508	-29.5469	-32.5664	-35.6602	-38.8203	-41.9883	-45.4863	-48.7754
